kingdom	phylum	class	order	family	genus
OTU_5513	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5522	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_5527	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5530	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_5531	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_5532	k__Bacteria					
OTU_5538	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_5546	k__Bacteria					
OTU_5552	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5556	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_5581	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_5585	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_5592	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_5610	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_5613	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales		
OTU_5634	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_5635	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5636	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_5639	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_5642	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5647	k__Bacteria					
OTU_5672	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_5677	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_5684	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_5721	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_5726	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_5731	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_5732	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_5758	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_5778	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_5784	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_5786	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_5794	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	
OTU_5806	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_5811	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_5814	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5816	k__Bacteria					
OTU_5823	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_5829	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_5869	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_5880	k__Bacteria					
OTU_5882	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_5883	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_5885	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5886	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_5932	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_5933	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_5935	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_5943	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_5944	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_5952	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_5963	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_5966	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales		
OTU_5968	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_5979	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_5989	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6012	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_6022	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6038	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_6044	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	
OTU_6051	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6053	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6055	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_6070	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6087	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_6091	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_6092	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6096	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_6099	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6100	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6103	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_6105	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6113	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	
OTU_6120	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_6132	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_6136	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_6142	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_6152	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales		
OTU_6157	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6165	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_6179	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6193	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6194	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_6195	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_6198	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_6201	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_6212	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_6228	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_6230	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_6231	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_6238	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_6241	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6255	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_6257	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_6259	k__Bacteria					
OTU_6271	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6285	k__Bacteria					
OTU_6286	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_6289	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_6325	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_6340	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6351	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dermabacteraceae	
OTU_6357	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_6370	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales		
OTU_6381	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XI	
OTU_6387	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6390	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_6396	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6420	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6431	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_6434	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_6446	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_6448	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	
OTU_6475	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_6479	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6481	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6489	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_6494	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6502	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_6504	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_6516	k__Bacteria	p__Firmicutes				
OTU_6537	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_6549	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_6552	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	
OTU_6558	k__Bacteria					
OTU_6580	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_6581	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_6582	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6583	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_6593	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6600	k__Bacteria					
OTU_6601	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	
OTU_6621	k__Bacteria					
OTU_6624	k__Bacteria					
OTU_6628	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6629	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	
OTU_6630	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6635	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6639	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6653	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6661	k__Bacteria					
OTU_6680	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_6691	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_6696	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6697	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	
OTU_6707	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6713	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_6721	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6730	k__Bacteria					
OTU_6745	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_6759	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6764	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	
OTU_6776	k__Bacteria					
OTU_6790	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6793	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_6796	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6803	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6815	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_6824	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_6837	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_6843	k__Bacteria	p__Firmicutes				
OTU_6864	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6874	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_6882	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_6894	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6902	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_6921	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6930	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_6931	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_6942	k__Bacteria					
OTU_6954	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6956	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6966	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_6972	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6995	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_6997	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_6998	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Brevibacteriaceae	
OTU_7001	k__Bacteria					
OTU_7018	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7020	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7026	k__Bacteria					
OTU_7029	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7045	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_7063	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7074	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_7078	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_7083	k__Bacteria					
OTU_7085	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_7094	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	
OTU_7095	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_7121	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_7126	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7142	k__Bacteria					
OTU_7143	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	
OTU_7154	Unassigned					
OTU_7157	k__Bacteria					
OTU_7168	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_7170	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7181	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	
OTU_7187	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_7207	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7229	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7230	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_7232	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_7236	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_7264	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7280	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	
OTU_7285	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_7291	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7297	k__Bacteria	p__Firmicutes				
OTU_7306	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_7340	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_7342	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_7355	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_7365	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_7391	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_7392	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	
OTU_7393	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7413	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7414	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_7420	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7422	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
OTU_7430	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7432	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_7433	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	
OTU_7437	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7443	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7444	k__Bacteria	p__Bacteroidetes	c__Bacteroidia			
OTU_7450	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_7458	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7470	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7490	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7495	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_7508	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_7509	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_7511	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_7516	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_7517	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7518	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_7524	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_7526	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7546	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_7553	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_7570	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_7572	k__Bacteria					
OTU_7584	k__Bacteria					
OTU_7589	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_7596	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_7599	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7604	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7608	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7636	k__Bacteria					
OTU_7644	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7650	k__Bacteria					
OTU_7654	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_7664	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7673	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7675	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7686	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_7704	k__Bacteria					
OTU_7718	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7726	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_7733	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7747	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales		
OTU_7748	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_7753	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7757	k__Bacteria					
OTU_7763	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7777	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_7788	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	
OTU_7802	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	
OTU_7809	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7823	k__Bacteria					
OTU_7827	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_7832	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_7842	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7844	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_7849	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_7853	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7878	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_7882	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7889	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7902	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7905	k__Bacteria					
OTU_7908	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7912	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_7918	k__Bacteria					
OTU_7944	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_7960	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_7963	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7980	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_7984	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7988	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_7991	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_8000	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_8028	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_8043	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_8066	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_8068	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_8069	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_8109	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
